ipeds_id,category,rank,max_rank,source,year
110662,Engineering (Electrical),15,451,QS,2021
110662,Engineering (Mechanical),32,451,QS,2021
110662,English,9,251,"Collegevine/Niche, QS",2022
110662,Environmental Science,18,401,"Niche, QS",2022
110662,Film & Media,11,201,"Collegevine/Niche, QS",2022
110662,Geography,6,151,QS,2021
110662,Global,14,1201,"QS, Times, USNews",2023
110662,History,10,151,"Collegevine/Niche, QS",2022
110662,Languages,8,301,QS,2021
110662,Law,26,301,QS,2021
110662,Library Science,37,47,QS,2021
110662,Materials Science,21,351,QS,2021
110662,Mathematics,10,451,"Niche, QS",2022
110662,Medicine,7,601,QS,2021
110662,Natural Sciences,15,451,QS,2021
110662,Nursing,27,101,QS,2021
110662,Performing Arts,24,51,QS,2021
110662,Philosophy,10,151,"Niche, QS",2022
110662,Physics,12,551,"Niche, QS",2022
110662,Political Science,17,210,"Collegevine/Niche, Niche, QS",2022
110662,Pre-Med,64,105,CollegeVine,2022
110662,Psychology,6,251,"Collegevine/Niche, QS",2022
110662,Public Policy,18,101,QS,2021
110662,Religious Studies,39,101,QS,2021
110662,Social Sciences,11,501,QS,2021
110662,Sociology,8,315,QS,2021
110662,USA Overall,27,601,Times,2022
110671,Agriculture,80,351,QS,2021
110671,Biology,201,601,QS,2021
110671,Chemistry,251,601,QS,2021
110671,Computer Science,501,601,QS,2021
110671,Economics,401,451,QS,2021
110671,Engineering,451,501,QS,2021
110671,Engineering (Chemical),251,351,QS,2021
110671,Engineering (Electrical),401,451,QS,2021
110671,Engineering (Mechanical),401,451,QS,2021
110671,English,251,251,QS,2021
110671,Environmental Science,251,401,QS,2021
110671,Global,189,1201,"QS, Times, USNews",2023
110671,Materials Science,201,351,QS,2021
110671,Medicine,401,451,QS,2021
110671,Natural Sciences,346,451,QS,2021
110671,Physics,351,551,QS,2021
110671,Psychology,251,251,QS,2021
110671,USA Overall,184,601,Times,2022
110680,Accounting & Finance,76,251,"CollegeVine, QS",2022
110680,Anatomy & Physiology,16,101,QS,2021
110680,Anthropology,51,101,QS,2021
110680,Archaeology,101,201,QS,2021
110680,Art & Design,50,201,"Niche, QS",2022
110680,Arts & Humanities,88,451,QS,2021
110680,Biology,10,601,"Niche, QS",2022
110680,Business,201,501,QS,2021
110680,Chemistry,45,601,"Collegevine/Niche, QS",2022
110680,Computer Science,44,601,"Collegevine/Niche, QS",2022
110680,Earth Sciences,15,151,QS,2021
110680,Economics,20,451,"Collegevine/Niche, QS",2022
110680,Education,101,301,QS,2021
110680,Engineering,46,501,"Collegevine/Niche, QS",2022
110680,Engineering (Chemical),101,351,QS,2021
110680,Engineering (Civil),51,151,QS,2021
110680,Engineering (Electrical),41,451,QS,2021
110680,Engineering (Mechanical),91,451,QS,2021
110680,English,78,251,QS,2021
110680,Environmental Science,74,401,"Niche, QS",2022
110680,Film & Media,34,201,"Niche, QS",2022
110680,Global,20,1201,"QS, Times, USNews",2023
110680,History,51,151,"Collegevine/Niche, QS",2022
110680,Languages,41,301,QS,2021
110680,Materials Science,88,351,QS,2021
110680,Mathematics,45,451,"Niche, QS",2022
110680,Medicine,16,601,QS,2021
110680,Natural Sciences,34,451,QS,2021
110680,Performing Arts,51,51,QS,2021
110680,Pharmacy,20,301,QS,2021
110680,Philosophy,51,151,QS,2021
110680,Physics,48,551,"Niche, QS",2022
110680,Political Science,16,210,"Collegevine/Niche, Niche, QS",2022
110680,Pre-Med,71,105,CollegeVine,2022
110680,Psychology,50,251,"Collegevine/Niche, QS",2022
110680,Public Health,16,75,Niche,2022
110680,Public Policy,101,101,QS,2021
110680,Social Sciences,95,501,QS,2021
110680,Sociology,101,315,QS,2021
110680,USA Overall,43,601,Times,2022
110705,Anthropology,22,101,"Niche, QS",2022
110705,Architecture,151,201,QS,2021
110705,Arts & Humanities,154,451,QS,2021
110705,Biology,59,601,"Niche, QS",2022
110705,Chemistry,67,601,"Collegevine/Niche, QS",2022
110705,Computer Science,81,601,"Collegevine/Niche, QS",2022
110705,Development Studies,51,51,QS,2021
110705,Earth Sciences,51,151,QS,2021
110705,Economics,75,451,"Collegevine/Niche, QS",2022
110705,Education,151,301,QS,2021
110705,Engineering,61,501,"Collegevine/Niche, QS",2022
110705,Engineering (Chemical),60,351,QS,2021
110705,Engineering (Electrical),100,451,QS,2021
110705,Engineering (Mechanical),151,451,QS,2021
110705,English,88,251,"Collegevine/Niche, QS",2022
110705,Environmental Science,24,401,"Niche, QS",2022
110705,Film & Media,25,201,"Collegevine/Niche, Niche, QS",2022
110705,Geography,51,151,QS,2021
110705,Global,64,1201,"QS, Times, USNews",2023
110705,History,71,151,"Collegevine/Niche, QS",2022
110705,Languages,41,301,QS,2021
110705,Materials Science,33,351,QS,2021
110705,Mathematics,61,451,"Niche, QS",2022
110705,Medicine,351,601,QS,2021
110705,Natural Sciences,33,451,QS,2021
110705,Performing Arts,51,51,QS,2021
110705,Pharmacy,101,301,QS,2021
110705,Philosophy,46,75,Niche,2022
110705,Physics,25,551,"Niche, QS",2022
110705,Political Science,38,74,Niche,2022
110705,Psychology,66,251,"Collegevine/Niche, QS",2022
110705,Religious Studies,51,101,QS,2021
110705,Social Sciences,287,501,QS,2021
110705,Sociology,201,315,QS,2021
110705,USA Overall,76,601,Times,2022
110714,Anthropology,101,101,QS,2021
110714,Arts & Humanities,287,451,QS,2021
110714,Biology,201,601,QS,2021
110714,Chemistry,551,601,QS,2021
110714,Computer Science,551,601,QS,2021
110714,Earth Sciences,51,151,QS,2021
110714,Economics,451,451,QS,2021
110714,Engineering (Electrical),451,451,QS,2021
110714,English,101,251,QS,2021
110714,Environmental Science,301,401,QS,2021
110714,Global,105,1201,"QS, Times, USNews",2023
110714,Languages,53,251,QS,2021
110714,Medicine,451,451,QS,2021
110714,Natural Sciences,346,451,QS,2021
110714,Physics,201,551,QS,2021
110714,Sociology,251,315,QS,2021
110714,USA Overall,264,601,Times,2022
111081,Art & Design,7,75,Niche,2022
111081,Film & Media,10,75,Collegevine/Niche,2022
111081,USA Overall,197,601,Times,2022
111948,Art & Design,62,74,Niche,2022
111948,Business,104,104,Collegevine/Niche,2022
111948,English,78,102,Collegevine/Niche,2022
111948,Film & Media,14,75,"Collegevine/Niche, Niche",2022
111948,Global,801,1201,Times,2023
111948,Pre-Med,100,105,CollegeVine,2022
111948,Psychology,87,97,Collegevine/Niche,2022
111948,USA Overall,158,601,Times,2022
112260,Accounting & Finance,29,101,"CollegeVine, Niche",2022
112260,Biology,47,75,Niche,2022
112260,Computer Science,63,120,Collegevine/Niche,2022
112260,Economics,25,103,Collegevine/Niche,2022
112260,English,51,102,Collegevine/Niche,2022
112260,Film & Media,23,75,Collegevine/Niche,2022
112260,History,44,98,Collegevine/Niche,2022
112260,Liberal Arts,6,131,USNews/Niche,2022
112260,Mathematics,44,75,Niche,2022
112260,Philosophy,19,75,Niche,2022
112260,Political Science,10,94,"Collegevine/Niche, Niche",2022
112260,Pre-Med,47,105,CollegeVine,2022
112260,Psychology,44,97,Collegevine/Niche,2022
112260,USA Overall,34,601,Times,2022
113698,USA Overall,286,601,Times,2022
115409,Biology,65,75,Niche,2022
115409,Chemistry,19,102,Collegevine/Niche,2022
115409,Computer Science,21,120,Collegevine/Niche,2022
115409,Engineering,28,101,Collegevine/Niche,2022
115409,Liberal Arts,17,131,USNews/Niche,2022
115409,Mathematics,20,75,Niche,2022
115409,Physics,19,75,Niche,2022
115409,Pre-Med,81,105,CollegeVine,2022
117140,USA Overall,535,601,Times,2022
117168,Art & Design,39,75,Niche,2022
117627,USA Overall,601,601,Times,2022
117946,Accounting & Finance,58,101,"CollegeVine, Niche",2022
117946,Art & Design,75,75,Niche,2022
117946,English,55,102,Collegevine/Niche,2022
117946,Film & Media,16,75,Collegevine/Niche,2022
117946,History,93,98,Collegevine/Niche,2022
117946,Philosophy,74,75,Niche,2022
117946,Pre-Med,96,105,CollegeVine,2022
117946,Public Policy,62,75,Niche,2022
117946,USA Overall,90,601,Times,2022
119173,USA Overall,236,601,Times,2022
120254,Anthropology,68,75,Niche,2022
120254,Economics,80,103,Collegevine/Niche,2022
120254,English,95,102,Collegevine/Niche,2022
120254,Environmental Science,66,75,Niche,2022
120254,Film & Media,37,75,Collegevine/Niche,2022
120254,History,71,98,Collegevine/Niche,2022
120254,Liberal Arts,37,131,USNews/Niche,2022
120254,Physics,71,75,Niche,2022
120254,Political Science,26,74,Niche,2022
120254,Pre-Med,63,105,CollegeVine,2022
120254,Psychology,52,97,Collegevine/Niche,2022
120254,USA Overall,95,601,Times,2022
120883,Global,1001,1201,QS,2021
120883,USA Overall,96,601,Times,2022
121150,Business,59,104,Collegevine/Niche,2022
121150,Economics,84,103,Collegevine/Niche,2022
121150,English,72,102,Collegevine/Niche,2022
121150,Film & Media,32,75,Niche,2022
121150,Political Science,59,74,Niche,2022
121150,Pre-Med,48,105,CollegeVine,2022
121150,Psychology,58,97,Collegevine/Niche,2022
121150,Sports,24,72,Niche,2022
121150,USA Overall,175,601,Times,2022
121257,Anthropology,58,75,Niche,2022
121257,Art & Design,74,75,Niche,2022
121257,Business,73,104,Collegevine/Niche,2022
121257,Economics,93,103,Collegevine/Niche,2022
121257,English,70,102,Collegevine/Niche,2022
121257,Film & Media,59,75,Niche,2022
121257,Liberal Arts,38,131,USNews/Niche,2022
121257,Philosophy,59,75,Niche,2022
121257,Political Science,50,94,"Collegevine/Niche, Niche",2022
121257,Pre-Med,62,105,CollegeVine,2022
121257,Psychology,29,97,Collegevine/Niche,2022
121257,USA Overall,88,601,Times,2022
121309,USA Overall,327,601,Times,2022
121345,Anthropology,38,75,Niche,2022
121345,Biology,26,75,Niche,2022
121345,Chemistry,19,102,Collegevine/Niche,2022
121345,Computer Science,32,120,Collegevine/Niche,2022
121345,Economics,20,103,Collegevine/Niche,2022
121345,English,18,102,Collegevine/Niche,2022
121345,Environmental Science,21,75,Niche,2022
121345,Film & Media,24,75,Niche,2022
121345,History,15,98,Collegevine/Niche,2022
121345,Liberal Arts,2,131,USNews/Niche,2022
121345,Mathematics,18,75,Niche,2022
121345,Philosophy,20,75,Niche,2022
121345,Physics,27,75,Niche,2022
121345,Political Science,14,94,"Collegevine/Niche, Niche",2022
121345,Pre-Med,33,105,CollegeVine,2022
121345,Psychology,30,97,Collegevine/Niche,2022
121345,Public Policy,13,75,Niche,2022
121345,USA Overall,25,601,Times,2022
121691,USA Overall,313,601,Times,2022
122409,Global,595,1201,"QS, Times, USNews",2023
122409,Medicine,451,451,QS,2021
122409,USA Overall,251,601,Times,2022
122436,Accounting & Finance,25,101,"CollegeVine, Niche",2022
122436,Global,1001,1201,QS,2021
122436,Law,301,301,QS,2021
122436,USA Overall,152,601,Times,2022
122612,Accounting & Finance,75,101,"CollegeVine, Niche",2022
122612,Art & Design,52,74,Niche,2022
122612,Global,1001,1201,QS,2021
122612,Medicine,551,601,QS,2021
122612,Pre-Med,74,105,CollegeVine,2022
122612,Religious Studies,101,101,QS,2021
122612,USA Overall,154,601,Times,2022
122755,USA Overall,291,601,Times,2022
122931,Accounting & Finance,24,101,"CollegeVine, Niche",2022
122931,Art & Design,35,74,Niche,2022
122931,Business,38,104,Collegevine/Niche,2022
122931,Economics,64,103,Collegevine/Niche,2022
122931,English,82,102,Collegevine/Niche,2022
122931,Film & Media,62,75,Niche,2022
122931,History,95,98,Collegevine/Niche,2022
122931,Pre-Med,50,105,CollegeVine,2022
122931,Psychology,96,97,Collegevine/Niche,2022
122931,Public Health,20,75,Niche,2022
122931,USA Overall,74,601,Times,2022
123165,Anthropology,54,75,Niche,2022
123165,Biology,41,75,Niche,2022
123165,Economics,65,103,Collegevine/Niche,2022
123165,English,52,102,Collegevine/Niche,2022
123165,Film & Media,25,75,Niche,2022
123165,History,43,98,Collegevine/Niche,2022
123165,Liberal Arts,32,131,USNews/Niche,2022
123165,Philosophy,60,75,Niche,2022
123165,Political Science,60,94,Collegevine/Niche,2022
123165,Pre-Med,45,105,CollegeVine,2022
123165,Psychology,70,97,Collegevine/Niche,2022
123165,USA Overall,67,601,Times,2022
123554,USA Overall,197,601,Times,2022
123961,Accounting & Finance,11,251,"CollegeVine, Niche, QS",2022
123961,Anthropology,24,75,Niche,2022
123961,Archaeology,201,201,QS,2021
123961,Architecture,7,201,"CollegeVine, QS",2022
123961,Art & Design,1,201,"Niche, QS",2022
123961,Arts & Humanities,70,451,QS,2021
123961,Biology,13,601,"Niche, QS",2022
123961,Business,7,501,"Collegevine/Niche, QS",2022
123961,Chemistry,67,601,"Collegevine/Niche, QS",2022
123961,Computer Science,17,601,"Collegevine/Niche, QS",2022
123961,Dentistry,51,60,QS,2021
123961,Earth Sciences,51,151,QS,2021
123961,Economics,24,451,"Collegevine/Niche, QS",2022
123961,Education,84,301,QS,2021
123961,Engineering,20,501,"Collegevine/Niche, QS",2022
123961,Engineering (Chemical),151,351,QS,2021
123961,Engineering (Civil),101,151,QS,2021
123961,Engineering (Electrical),86,451,QS,2021
123961,Engineering (Mechanical),151,451,QS,2021
123961,Engineering (Petroleum),31,101,QS,2021
123961,English,25,251,"Collegevine/Niche, QS",2022
123961,Environmental Science,15,401,"Niche, QS",2022
123961,Film & Media,1,201,"Collegevine/Niche, Niche, QS",2022
123961,Global,65,1201,"QS, Times, USNews",2023
123961,History,36,151,"Collegevine/Niche, QS",2022
123961,Languages,65,301,QS,2021
123961,Law,101,301,QS,2021
123961,Library Science,30,47,QS,2021
123961,Materials Science,151,351,QS,2021
123961,Mathematics,26,451,"Niche, QS",2022
123961,Medicine,98,601,QS,2021
123961,Natural Sciences,196,451,QS,2021
123961,Performing Arts,28,51,QS,2021
123961,Pharmacy,67,301,QS,2021
123961,Philosophy,15,151,"Niche, QS",2022
123961,Physics,42,551,"Niche, QS",2022
123961,Political Science,2,210,"Collegevine/Niche, Niche, QS",2022
123961,Pre-Med,25,105,CollegeVine,2022
123961,Psychology,23,251,"Collegevine/Niche, QS",2022
123961,Public Health,8,75,Niche,2022
123961,Public Policy,4,101,"Niche, QS",2022
123961,Social Sciences,76,501,QS,2021
123961,Sociology,101,315,QS,2021
